VENDOR_ID,CLIENT,VENDOR_GSTIN,VENDOR_NAME,IDENTIFIER_TEXT,DOCUMENT_TEXT,MATCH_SCORE
SWIGGY_2056,SWIGGY,07AADCP2354C1ZT,LIFE HEALTH FOODS INDIA PRIVATE LIMITED,LIFE HEALTH FOODS INDIA PRIVATE LIMITED 07AADCP2354C1ZT LIFE HEALTH FOODS INDIA PRIVATE LIMITED 07AADCP2354C1ZT,LIFE HEALTH FOODS INDIA PRIVATE LIMITED 07AADCP2354C1ZT LIFE HEALTH FOODS INDIA PRIVATE LIMITED 07AADCP2354C1ZT,1
SWIGGY_2057,SWIGGY,36AADCP2354C1ZS,LIFE HEALTH FOODS INDIA PRIVATE LIMITED,LIFE HEALTH FOODS INDIA PRIVATE LIMITED 36AADCP2354C1ZS LIFE HEALTH FOODS INDIA PRIVATE LIMITED 36AADCP2354C1ZS,LIFE HEALTH FOODS INDIA PRIVATE LIMITED 36AADCP2354C1ZS LIFE HEALTH FOODS INDIA PRIVATE LIMITED 36AADCP2354C1ZS,1
SWIGGY_2058,SWIGGY,06AABCL2039G1ZV,LIFE STYLE FOODS PVT. LTD.,LIFE STYLE FOODS PVT. LTD. 06AABCL2039G1ZV LIFE STYLE FOODS PVT. LTD. 06AABCL2039G1ZV,LIFE STYLE FOODS PVT. LTD. 06AABCL2039G1ZV LIFE STYLE FOODS PVT. LTD. 06AABCL2039G1ZV,1
SWIGGY_2059,SWIGGY,36AADCL7490B1ZJ,LINEUP DISTRIBUTIONS PRIVATE LIMITED,LINEUP DISTRIBUTIONS PRIVATE LIMITED 36AADCL7490B1ZJ LINEUP DISTRIBUTIONS PRIVATE LIMITED 36AADCL7490B1ZJ,LINEUP DISTRIBUTIONS PRIVATE LIMITED 36AADCL7490B1ZJ LINEUP DISTRIBUTIONS PRIVATE LIMITED 36AADCL7490B1ZJ,1
SWIGGY_2060,SWIGGY,33AUZPJ7063R1ZJ,LINGAM FOOD SERVICES,LINGAM FOOD SERVICES 33AUZPJ7063R1ZJ LINGAM FOOD SERVICES 33AUZPJ7063R1ZJ LINGAM FOOD SERVICES 33AUZPJ7063R1ZJ LINGAM FOOD SERVICES 33AUZPJ7063R1ZJ,LINGAM FOOD SERVICES 33AUZPJ7063R1ZJ LINGAM FOOD SERVICES 33AUZPJ7063R1ZJ LINGAM FOOD SERVICES 33AUZPJ7063R1ZJ LINGAM FOOD SERVICES 33AUZPJ7063R1ZJ,1
SWIGGY_2061,SWIGGY,33AAACL7126R1Z6,LION DATES IMPEX(P) LTD,LION DATES IMPEX(P) LTD 33AAACL7126R1Z6 LION DATES IMPEX(P) LTD 33AAACL7126R1Z6,LION DATES IMPEX(P) LTD 33AAACL7126R1Z6 LION DATES IMPEX(P) LTD 33AAACL7126R1Z6,1
SWIGGY_2062,SWIGGY,07AADCL0962E1ZR,LIQUII BEVERAGES PRIVATE LIMITED,LIQUII BEVERAGES PRIVATE LIMITED 07AADCL0962E1ZR LIQUII BEVERAGES PRIVATE LIMITED 07AADCL0962E1ZR,LIQUII BEVERAGES PRIVATE LIMITED 07AADCL0962E1ZR LIQUII BEVERAGES PRIVATE LIMITED 07AADCL0962E1ZR,1
SWIGGY_2063,SWIGGY,21BLHPS3765H1ZY,LITU FRUIT SHOP,LITU FRUIT SHOP 21BLHPS3765H1ZY LITU FRUIT SHOP 21BLHPS3765H1ZY LITU FRUIT SHOP 21BLHPS3765H1ZY LITU FRUIT SHOP 21BLHPS3765H1ZY,LITU FRUIT SHOP 21BLHPS3765H1ZY LITU FRUIT SHOP 21BLHPS3765H1ZY LITU FRUIT SHOP 21BLHPS3765H1ZY LITU FRUIT SHOP 21BLHPS3765H1ZY,1
SWIGGY_2064,SWIGGY,29AACCL2418A1ZZ,LOCALCUBE COMMERCE PRIVATE LIMITED,LOCALCUBE COMMERCE PRIVATE LIMITED 29AACCL2418A1ZZ LOCALCUBE COMMERCE PRIVATE LIMITED 29AACCL2418A1ZZ,LOCALCUBE COMMERCE PRIVATE LIMITED 29AACCL2418A1ZZ LOCALCUBE COMMERCE PRIVATE LIMITED 29AACCL2418A1ZZ,1
SWIGGY_2065,SWIGGY,19AEGPD6438P1ZY,LOKENATH AGENCY,LOKENATH AGENCY 19AEGPD6438P1ZY LOKENATH AGENCY 19AEGPD6438P1ZY LOKENATH AGENCY 19AEGPD6438P1ZY LOKENATH AGENCY 19AEGPD6438P1ZY,LOKENATH AGENCY 19AEGPD6438P1ZY LOKENATH AGENCY 19AEGPD6438P1ZY LOKENATH AGENCY 19AEGPD6438P1ZY LOKENATH AGENCY 19AEGPD6438P1ZY,1
SWIGGY_2066,SWIGGY,06ADEPC6926C1Z0,LORD KRISHNA ENTERPRISES-GURGAON,LORD KRISHNA ENTERPRISES-GURGAON 06ADEPC6926C1Z0 LORD KRISHNA ENTERPRISES-GURGAON 06ADEPC6926C1Z0 LORD KRISHNA ENTERPRISES-GURGAON 06ADEPC6926C1Z0 LORD KRISHNA ENTERPRISES-GURGAON 06ADEPC6926C1Z0,LORD KRISHNA ENTERPRISES-GURGAON 06ADEPC6926C1Z0 LORD KRISHNA ENTERPRISES-GURGAON 06ADEPC6926C1Z0 LORD KRISHNA ENTERPRISES-GURGAON 06ADEPC6926C1Z0 LORD KRISHNA ENTERPRISES-GURGAON 06ADEPC6926C1Z0,1
SWIGGY_2067,SWIGGY,24AAACL0738K1ZN,LOREAL INDIA PRIVATE LMITED,LOREAL INDIA PRIVATE LMITED 24AAACL0738K1ZN LOREAL INDIA PRIVATE LMITED 24AAACL0738K1ZN,LOREAL INDIA PRIVATE LMITED 24AAACL0738K1ZN LOREAL INDIA PRIVATE LMITED 24AAACL0738K1ZN,1
SWIGGY_2068,SWIGGY,27AAKPC2553L1ZM,LOVELEENA AGENCY,LOVELEENA AGENCY 27AAKPC2553L1ZM LOVELEENA AGENCY 27AAKPC2553L1ZM LOVELEENA AGENCY 27AAKPC2553L1ZM LOVELEENA AGENCY 27AAKPC2553L1ZM,LOVELEENA AGENCY 27AAKPC2553L1ZM LOVELEENA AGENCY 27AAKPC2553L1ZM LOVELEENA AGENCY 27AAKPC2553L1ZM LOVELEENA AGENCY 27AAKPC2553L1ZM,1
SWIGGY_2069,SWIGGY,36AAACL0259K1ZI,LT FOODS LIMITED,LT FOODS LIMITED 36AAACL0259K1ZI LT FOODS LIMITED 36AAACL0259K1ZI LT FOODS LIMITED 36AAACL0259K1ZI LT FOODS LIMITED 36AAACL0259K1ZI,LT FOODS LIMITED 36AAACL0259K1ZI LT FOODS LIMITED 36AAACL0259K1ZI LT FOODS LIMITED 36AAACL0259K1ZI LT FOODS LIMITED 36AAACL0259K1ZI,1
SWIGGY_2070,SWIGGY,29AAACL0259K1ZD,LT FOODS LIMITED - BANGALORE,LT FOODS LIMITED - BANGALORE 29AAACL0259K1ZD LT FOODS LIMITED - BANGALORE 29AAACL0259K1ZD,LT FOODS LIMITED - BANGALORE 29AAACL0259K1ZD LT FOODS LIMITED - BANGALORE 29AAACL0259K1ZD,1
SWIGGY_2071,SWIGGY,33APGPM1516G1ZA,LUCKI  VENTURES,LUCKI  VENTURES 33APGPM1516G1ZA LUCKI  VENTURES 33APGPM1516G1ZA LUCKI  VENTURES 33APGPM1516G1ZA LUCKI  VENTURES 33APGPM1516G1ZA,LUCKI  VENTURES 33APGPM1516G1ZA LUCKI  VENTURES 33APGPM1516G1ZA LUCKI  VENTURES 33APGPM1516G1ZA LUCKI  VENTURES 33APGPM1516G1ZA,1
SWIGGY_2072,SWIGGY,19BGXPA3789E1ZU,LUCKY ENTERPRISE,LUCKY ENTERPRISE 19BGXPA3789E1ZU LUCKY ENTERPRISE 19BGXPA3789E1ZU LUCKY ENTERPRISE 19BGXPA3789E1ZU LUCKY ENTERPRISE 19BGXPA3789E1ZU,LUCKY ENTERPRISE 19BGXPA3789E1ZU LUCKY ENTERPRISE 19BGXPA3789E1ZU LUCKY ENTERPRISE 19BGXPA3789E1ZU LUCKY ENTERPRISE 19BGXPA3789E1ZU,1
SWIGGY_2073,SWIGGY,33AACCL9785E2Z9,LYNKS LOGISTICS LIMITED,LYNKS LOGISTICS LIMITED 33AACCL9785E2Z9 LYNKS LOGISTICS LIMITED 33AACCL9785E2Z9 LYNKS LOGISTICS LIMITED 33AACCL9785E2Z9 LYNKS LOGISTICS LIMITED 33AACCL9785E2Z9,LYNKS LOGISTICS LIMITED 33AACCL9785E2Z9 LYNKS LOGISTICS LIMITED 33AACCL9785E2Z9 LYNKS LOGISTICS LIMITED 33AACCL9785E2Z9 LYNKS LOGISTICS LIMITED 33AACCL9785E2Z9,1
SWIGGY_2074,SWIGGY,33ALEPM5313K1Z8,M & M INDUSTRIAL SERVICES,M & M INDUSTRIAL SERVICES 33ALEPM5313K1Z8 M & M INDUSTRIAL SERVICES 33ALEPM5313K1Z8,M & M INDUSTRIAL SERVICES 33ALEPM5313K1Z8 M & M INDUSTRIAL SERVICES 33ALEPM5313K1Z8,1
SWIGGY_2075,SWIGGY,29AEXPK6534N1ZG,M B AGENCIES - BANGALORE,M B AGENCIES - BANGALORE 29AEXPK6534N1ZG M B AGENCIES - BANGALORE 29AEXPK6534N1ZG,M B AGENCIES - BANGALORE 29AEXPK6534N1ZG M B AGENCIES - BANGALORE 29AEXPK6534N1ZG,1
SWIGGY_2076,SWIGGY,33ABAFM3383M1Z4,M C ENTERPRISES,M C ENTERPRISES 33ABAFM3383M1Z4 M C ENTERPRISES 33ABAFM3383M1Z4 M C ENTERPRISES 33ABAFM3383M1Z4 M C ENTERPRISES 33ABAFM3383M1Z4,M C ENTERPRISES 33ABAFM3383M1Z4 M C ENTERPRISES 33ABAFM3383M1Z4 M C ENTERPRISES 33ABAFM3383M1Z4 M C ENTERPRISES 33ABAFM3383M1Z4,1
SWIGGY_2077,SWIGGY,32APPPA8066G1ZW,M E ASSOCIATES,M E ASSOCIATES 32APPPA8066G1ZW M E ASSOCIATES 32APPPA8066G1ZW M E ASSOCIATES 32APPPA8066G1ZW M E ASSOCIATES 32APPPA8066G1ZW,M E ASSOCIATES 32APPPA8066G1ZW M E ASSOCIATES 32APPPA8066G1ZW M E ASSOCIATES 32APPPA8066G1ZW M E ASSOCIATES 32APPPA8066G1ZW,1
SWIGGY_2078,SWIGGY,03EAPPS1104A1Z9,M J ENTERPRISES,M J ENTERPRISES 03EAPPS1104A1Z9 M J ENTERPRISES 03EAPPS1104A1Z9 M J ENTERPRISES 03EAPPS1104A1Z9 M J ENTERPRISES 03EAPPS1104A1Z9,M J ENTERPRISES 03EAPPS1104A1Z9 M J ENTERPRISES 03EAPPS1104A1Z9 M J ENTERPRISES 03EAPPS1104A1Z9 M J ENTERPRISES 03EAPPS1104A1Z9,1
SWIGGY_2079,SWIGGY,33AAWFM8791J1ZC,M P M JAPANESE  QUAIL  LAYER  FARM,M P M JAPANESE  QUAIL  LAYER  FARM 33AAWFM8791J1ZC,M P M JAPANESE  QUAIL  LAYER  FARM 33AAWFM8791J1ZC,1
SWIGGY_2080,SWIGGY,32ABHFM8212C1ZQ,M S & S POULTRY FARM,M S & S POULTRY FARM 32ABHFM8212C1ZQ M S & S POULTRY FARM 32ABHFM8212C1ZQ,M S & S POULTRY FARM 32ABHFM8212C1ZQ M S & S POULTRY FARM 32ABHFM8212C1ZQ,1
SWIGGY_2081,SWIGGY,36ACKPU1751A1ZQ,M S ENTERPRISES,M S ENTERPRISES 36ACKPU1751A1ZQ M S ENTERPRISES 36ACKPU1751A1ZQ M S ENTERPRISES 36ACKPU1751A1ZQ M S ENTERPRISES 36ACKPU1751A1ZQ,M S ENTERPRISES 36ACKPU1751A1ZQ M S ENTERPRISES 36ACKPU1751A1ZQ M S ENTERPRISES 36ACKPU1751A1ZQ M S ENTERPRISES 36ACKPU1751A1ZQ,1
SWIGGY_2082,SWIGGY,29AAACM9878K1ZL,M T R FOODS PRIVATE LIMITED BLR,M T R FOODS PRIVATE LIMITED BLR 29AAACM9878K1ZL M T R FOODS PRIVATE LIMITED BLR 29AAACM9878K1ZL,M T R FOODS PRIVATE LIMITED BLR 29AAACM9878K1ZL M T R FOODS PRIVATE LIMITED BLR 29AAACM9878K1ZL,1
SWIGGY_2083,SWIGGY,24AAMCM3308C1ZV,M.K FOOD LION PRIVATE LIMITED,M.K FOOD LION PRIVATE LIMITED 24AAMCM3308C1ZV M.K FOOD LION PRIVATE LIMITED 24AAMCM3308C1ZV,M.K FOOD LION PRIVATE LIMITED 24AAMCM3308C1ZV M.K FOOD LION PRIVATE LIMITED 24AAMCM3308C1ZV,1
SWIGGY_2084,SWIGGY,08AOOPK6658L1Z3,M.K. MARKETING,M.K. MARKETING 08AOOPK6658L1Z3 M.K. MARKETING 08AOOPK6658L1Z3 M.K. MARKETING 08AOOPK6658L1Z3 M.K. MARKETING 08AOOPK6658L1Z3,M.K. MARKETING 08AOOPK6658L1Z3 M.K. MARKETING 08AOOPK6658L1Z3 M.K. MARKETING 08AOOPK6658L1Z3 M.K. MARKETING 08AOOPK6658L1Z3,1
SWIGGY_2085,SWIGGY,03AAJHP7615K1ZY,M.R.D. INTERNAATIONAL,M.R.D. INTERNAATIONAL 03AAJHP7615K1ZY M.R.D. INTERNAATIONAL 03AAJHP7615K1ZY M.R.D. INTERNAATIONAL 03AAJHP7615K1ZY M.R.D. INTERNAATIONAL 03AAJHP7615K1ZY,M.R.D. INTERNAATIONAL 03AAJHP7615K1ZY M.R.D. INTERNAATIONAL 03AAJHP7615K1ZY M.R.D. INTERNAATIONAL 03AAJHP7615K1ZY M.R.D. INTERNAATIONAL 03AAJHP7615K1ZY,1
SWIGGY_2086,SWIGGY,03IIXPS7926C1ZM,M.S. TRANSPORT,M.S. TRANSPORT 03IIXPS7926C1ZM M.S. TRANSPORT 03IIXPS7926C1ZM M.S. TRANSPORT 03IIXPS7926C1ZM M.S. TRANSPORT 03IIXPS7926C1ZM,M.S. TRANSPORT 03IIXPS7926C1ZM M.S. TRANSPORT 03IIXPS7926C1ZM M.S. TRANSPORT 03IIXPS7926C1ZM M.S. TRANSPORT 03IIXPS7926C1ZM,1
SWIGGY_2087,SWIGGY,36ASDPG1836D1Z6,M/S  A BOSS ENTERPRISES,M/S  A BOSS ENTERPRISES 36ASDPG1836D1Z6 M/S  A BOSS ENTERPRISES 36ASDPG1836D1Z6,M/S  A BOSS ENTERPRISES 36ASDPG1836D1Z6 M/S  A BOSS ENTERPRISES 36ASDPG1836D1Z6,1
SWIGGY_2088,SWIGGY,09AACCD7235M1ZB,M/S  DRUMS FOOD INTERNATIONAL PRIVATE LIMITED - NOIDA,M/S  DRUMS FOOD INTERNATIONAL PRIVATE LIMITED - NOIDA 09AACCD7235M1ZB,M/S  DRUMS FOOD INTERNATIONAL PRIVATE LIMITED - NOIDA 09AACCD7235M1ZB,1
SWIGGY_2089,SWIGGY,09AAECD6959Q1ZO,M/S  DS SPICECO PRIVATE LIMITED,M/S  DS SPICECO PRIVATE LIMITED 09AAECD6959Q1ZO M/S  DS SPICECO PRIVATE LIMITED 09AAECD6959Q1ZO,M/S  DS SPICECO PRIVATE LIMITED 09AAECD6959Q1ZO M/S  DS SPICECO PRIVATE LIMITED 09AAECD6959Q1ZO,1
SWIGGY_2090,SWIGGY,09AAAPA3389C1Z3,M/S  GOOD LIFE,M/S  GOOD LIFE 09AAAPA3389C1Z3 M/S  GOOD LIFE 09AAAPA3389C1Z3,M/S  GOOD LIFE 09AAAPA3389C1Z3 M/S  GOOD LIFE 09AAAPA3389C1Z3,1
SWIGGY_2091,SWIGGY,36AOHPM3826R1Z9,M/S  N M  ENTERPRISES,M/S  N M  ENTERPRISES 36AOHPM3826R1Z9 M/S  N M  ENTERPRISES 36AOHPM3826R1Z9,M/S  N M  ENTERPRISES 36AOHPM3826R1Z9 M/S  N M  ENTERPRISES 36AOHPM3826R1Z9,1
SWIGGY_2092,SWIGGY,09AAECN6466G1Z5,M/S  NEWAGE MEGAMART PRIVATE LIMITED,M/S  NEWAGE MEGAMART PRIVATE LIMITED 09AAECN6466G1Z5 M/S  NEWAGE MEGAMART PRIVATE LIMITED 09AAECN6466G1Z5,M/S  NEWAGE MEGAMART PRIVATE LIMITED 09AAECN6466G1Z5 M/S  NEWAGE MEGAMART PRIVATE LIMITED 09AAECN6466G1Z5,1
SWIGGY_2093,SWIGGY,09AAGCP3462J1Z4,M/S  PRO BODY BALANCE PRIVATE LIMITED,M/S  PRO BODY BALANCE PRIVATE LIMITED 09AAGCP3462J1Z4 M/S  PRO BODY BALANCE PRIVATE LIMITED 09AAGCP3462J1Z4,M/S  PRO BODY BALANCE PRIVATE LIMITED 09AAGCP3462J1Z4 M/S  PRO BODY BALANCE PRIVATE LIMITED 09AAGCP3462J1Z4,1
SWIGGY_2094,SWIGGY,09BQDPP1720Q1ZF,M/S  SHRI BALAJI TRADERS,M/S  SHRI BALAJI TRADERS 09BQDPP1720Q1ZF M/S  SHRI BALAJI TRADERS 09BQDPP1720Q1ZF,M/S  SHRI BALAJI TRADERS 09BQDPP1720Q1ZF M/S  SHRI BALAJI TRADERS 09BQDPP1720Q1ZF,1
SWIGGY_2095,SWIGGY,09AAACP9563A1ZF,M/S  SHUBHKART INDIA PRIVATE LIMITED,M/S  SHUBHKART INDIA PRIVATE LIMITED 09AAACP9563A1ZF M/S  SHUBHKART INDIA PRIVATE LIMITED 09AAACP9563A1ZF,M/S  SHUBHKART INDIA PRIVATE LIMITED 09AAACP9563A1ZF M/S  SHUBHKART INDIA PRIVATE LIMITED 09AAACP9563A1ZF,1
SWIGGY_2096,SWIGGY,09APUPM0205L1ZK,M/S  SUNANDA ENTERPRISES,M/S  SUNANDA ENTERPRISES 09APUPM0205L1ZK M/S  SUNANDA ENTERPRISES 09APUPM0205L1ZK,M/S  SUNANDA ENTERPRISES 09APUPM0205L1ZK M/S  SUNANDA ENTERPRISES 09APUPM0205L1ZK,1
SWIGGY_2097,SWIGGY,19BFUPG8947J1ZG,M/S ABIDUR ENTERPRISE,M/S ABIDUR ENTERPRISE 19BFUPG8947J1ZG M/S ABIDUR ENTERPRISE 19BFUPG8947J1ZG M/S ABIDUR ENTERPRISE 19BFUPG8947J1ZG M/S ABIDUR ENTERPRISE 19BFUPG8947J1ZG,M/S ABIDUR ENTERPRISE 19BFUPG8947J1ZG M/S ABIDUR ENTERPRISE 19BFUPG8947J1ZG M/S ABIDUR ENTERPRISE 19BFUPG8947J1ZG M/S ABIDUR ENTERPRISE 19BFUPG8947J1ZG,1
SWIGGY_2098,SWIGGY,09AABCA8056G1ZN,M/S ADANI WILMAR LIMITED,M/S ADANI WILMAR LIMITED 09AABCA8056G1ZN M/S ADANI WILMAR LIMITED 09AABCA8056G1ZN,M/S ADANI WILMAR LIMITED 09AABCA8056G1ZN M/S ADANI WILMAR LIMITED 09AABCA8056G1ZN,1
SWIGGY_2099,SWIGGY,09AFPPA3581A1ZO,M/S AGARWAL ENTERPRISES,M/S AGARWAL ENTERPRISES 09AFPPA3581A1ZO M/S AGARWAL ENTERPRISES 09AFPPA3581A1ZO M/S AGARWAL ENTERPRISES 09AFPPA3581A1ZO M/S AGARWAL ENTERPRISES 09AFPPA3581A1ZO,M/S AGARWAL ENTERPRISES 09AFPPA3581A1ZO M/S AGARWAL ENTERPRISES 09AFPPA3581A1ZO M/S AGARWAL ENTERPRISES 09AFPPA3581A1ZO M/S AGARWAL ENTERPRISES 09AFPPA3581A1ZO,1
SWIGGY_2100,SWIGGY,09AAECA0303M1ZX,M/S AGROTECH FOODS LTD,M/S AGROTECH FOODS LTD 09AAECA0303M1ZX M/S AGROTECH FOODS LTD 09AAECA0303M1ZX,M/S AGROTECH FOODS LTD 09AAECA0303M1ZX M/S AGROTECH FOODS LTD 09AAECA0303M1ZX,1
SWIGGY_2101,SWIGGY,09DMWPS3570Q1ZN,M/S ANIKA SALES,M/S ANIKA SALES 09DMWPS3570Q1ZN M/S ANIKA SALES 09DMWPS3570Q1ZN M/S ANIKA SALES 09DMWPS3570Q1ZN M/S ANIKA SALES 09DMWPS3570Q1ZN,M/S ANIKA SALES 09DMWPS3570Q1ZN M/S ANIKA SALES 09DMWPS3570Q1ZN M/S ANIKA SALES 09DMWPS3570Q1ZN M/S ANIKA SALES 09DMWPS3570Q1ZN,1
SWIGGY_2102,SWIGGY,09ACEPB5257C1ZZ,M/S ANSHVEE SALES AND MARKETING,M/S ANSHVEE SALES AND MARKETING 09ACEPB5257C1ZZ M/S ANSHVEE SALES AND MARKETING 09ACEPB5257C1ZZ,M/S ANSHVEE SALES AND MARKETING 09ACEPB5257C1ZZ M/S ANSHVEE SALES AND MARKETING 09ACEPB5257C1ZZ,1
SWIGGY_2103,SWIGGY,06BCAPV1416L1ZK,M/S A-ONE STORE - GURGAON,M/S A-ONE STORE - GURGAON 06BCAPV1416L1ZK M/S A-ONE STORE - GURGAON 06BCAPV1416L1ZK,M/S A-ONE STORE - GURGAON 06BCAPV1416L1ZK M/S A-ONE STORE - GURGAON 06BCAPV1416L1ZK,1
SWIGGY_2104,SWIGGY,03AGYPA1855F1ZI,M/S ARORA TRADERS,M/S ARORA TRADERS 03AGYPA1855F1ZI M/S ARORA TRADERS 03AGYPA1855F1ZI M/S ARORA TRADERS 03AGYPA1855F1ZI M/S ARORA TRADERS 03AGYPA1855F1ZI,M/S ARORA TRADERS 03AGYPA1855F1ZI M/S ARORA TRADERS 03AGYPA1855F1ZI M/S ARORA TRADERS 03AGYPA1855F1ZI M/S ARORA TRADERS 03AGYPA1855F1ZI,1
SWIGGY_2105,SWIGGY,36AAOFA7159A1ZH,M/S ARVI MARKETING SERVICES,M/S ARVI MARKETING SERVICES 36AAOFA7159A1ZH M/S ARVI MARKETING SERVICES 36AAOFA7159A1ZH,M/S ARVI MARKETING SERVICES 36AAOFA7159A1ZH M/S ARVI MARKETING SERVICES 36AAOFA7159A1ZH,1
SWIGGY_2106,SWIGGY,09EUMPS6526P2ZF,M/S ASHOKA AGENCIES,M/S ASHOKA AGENCIES 09EUMPS6526P2ZF M/S ASHOKA AGENCIES 09EUMPS6526P2ZF M/S ASHOKA AGENCIES 09EUMPS6526P2ZF M/S ASHOKA AGENCIES 09EUMPS6526P2ZF,M/S ASHOKA AGENCIES 09EUMPS6526P2ZF M/S ASHOKA AGENCIES 09EUMPS6526P2ZF M/S ASHOKA AGENCIES 09EUMPS6526P2ZF M/S ASHOKA AGENCIES 09EUMPS6526P2ZF,1
SWIGGY_2107,SWIGGY,09ADXPV8846M1Z0,M/S BABA BARFANI GROUP AND AGENCIES,M/S BABA BARFANI GROUP AND AGENCIES 09ADXPV8846M1Z0 M/S BABA BARFANI GROUP AND AGENCIES 09ADXPV8846M1Z0,M/S BABA BARFANI GROUP AND AGENCIES 09ADXPV8846M1Z0 M/S BABA BARFANI GROUP AND AGENCIES 09ADXPV8846M1Z0,1
SWIGGY_2108,SWIGGY,09AAMFB9885C1ZY,M/S BABA TRADING COMPANY,M/S BABA TRADING COMPANY 09AAMFB9885C1ZY M/S BABA TRADING COMPANY 09AAMFB9885C1ZY,M/S BABA TRADING COMPANY 09AAMFB9885C1ZY M/S BABA TRADING COMPANY 09AAMFB9885C1ZY,1
SWIGGY_2109,SWIGGY,09AKMPR8830K1ZC,M/S BANWARI LAL ENTERPRISES,M/S BANWARI LAL ENTERPRISES 09AKMPR8830K1ZC M/S BANWARI LAL ENTERPRISES 09AKMPR8830K1ZC,M/S BANWARI LAL ENTERPRISES 09AKMPR8830K1ZC M/S BANWARI LAL ENTERPRISES 09AKMPR8830K1ZC,1
SWIGGY_2110,SWIGGY,09AQWPB5561B1ZR,M/S BRIGHT ENGINEERING ENTERPRISES,M/S BRIGHT ENGINEERING ENTERPRISES 09AQWPB5561B1ZR M/S BRIGHT ENGINEERING ENTERPRISES 09AQWPB5561B1ZR,M/S BRIGHT ENGINEERING ENTERPRISES 09AQWPB5561B1ZR M/S BRIGHT ENGINEERING ENTERPRISES 09AQWPB5561B1ZR,1
SWIGGY_2111,SWIGGY,09AABCB2066P1ZD,M/S BRITANNIA INDUSTRIES LTD,M/S BRITANNIA INDUSTRIES LTD 09AABCB2066P1ZD M/S BRITANNIA INDUSTRIES LTD 09AABCB2066P1ZD,M/S BRITANNIA INDUSTRIES LTD 09AABCB2066P1ZD M/S BRITANNIA INDUSTRIES LTD 09AABCB2066P1ZD,1
SWIGGY_2112,SWIGGY,09AACCC7903P1Z7,M/S C. P. MILK AND FOOD PRODUCTS PVT LTD,M/S C. P. MILK AND FOOD PRODUCTS PVT LTD 09AACCC7903P1Z7,M/S C. P. MILK AND FOOD PRODUCTS PVT LTD 09AACCC7903P1Z7,1
SWIGGY_2113,SWIGGY,09AAACC3269J1ZI,M/S CARGILL INDIA PRIVATE LIMITED,M/S CARGILL INDIA PRIVATE LIMITED 09AAACC3269J1ZI M/S CARGILL INDIA PRIVATE LIMITED 09AAACC3269J1ZI,M/S CARGILL INDIA PRIVATE LIMITED 09AAACC3269J1ZI M/S CARGILL INDIA PRIVATE LIMITED 09AAACC3269J1ZI,1
SWIGGY_2114,SWIGGY,09AAACB3754B1Z2,M/S CAVINKARE PRIVATE LIMITED,M/S CAVINKARE PRIVATE LIMITED 09AAACB3754B1Z2 M/S CAVINKARE PRIVATE LIMITED 09AAACB3754B1Z2,M/S CAVINKARE PRIVATE LIMITED 09AAACB3754B1Z2 M/S CAVINKARE PRIVATE LIMITED 09AAACB3754B1Z2,1
SWIGGY_2115,SWIGGY,05ADTPG5569N1ZR,M/S CHACHA SHRI AGENCIES,M/S CHACHA SHRI AGENCIES 05ADTPG5569N1ZR M/S CHACHA SHRI AGENCIES 05ADTPG5569N1ZR,M/S CHACHA SHRI AGENCIES 05ADTPG5569N1ZR M/S CHACHA SHRI AGENCIES 05ADTPG5569N1ZR,1
SWIGGY_2116,SWIGGY,36AAAFC4788P1ZT,M/S COTHAS  COFFEE CO,M/S COTHAS  COFFEE CO 36AAAFC4788P1ZT M/S COTHAS  COFFEE CO 36AAAFC4788P1ZT,M/S COTHAS  COFFEE CO 36AAAFC4788P1ZT M/S COTHAS  COFFEE CO 36AAAFC4788P1ZT,1
SWIGGY_2117,SWIGGY,29AAAFC4788P1ZO,M/S COTHAS COFFEE CO - BANGALORE,M/S COTHAS COFFEE CO - BANGALORE 29AAAFC4788P1ZO M/S COTHAS COFFEE CO - BANGALORE 29AAAFC4788P1ZO,M/S COTHAS COFFEE CO - BANGALORE 29AAAFC4788P1ZO M/S COTHAS COFFEE CO - BANGALORE 29AAAFC4788P1ZO,1
SWIGGY_2118,SWIGGY,37ABMFM5234H1Z1,M/S CROISSANCE ENTERPRISES,M/S CROISSANCE ENTERPRISES 37ABMFM5234H1Z1 M/S CROISSANCE ENTERPRISES 37ABMFM5234H1Z1 M/S CROISSANCE ENTERPRISES 37ABMFM5234H1Z1 M/S CROISSANCE ENTERPRISES 37ABMFM5234H1Z1,M/S CROISSANCE ENTERPRISES 37ABMFM5234H1Z1 M/S CROISSANCE ENTERPRISES 37ABMFM5234H1Z1 M/S CROISSANCE ENTERPRISES 37ABMFM5234H1Z1 M/S CROISSANCE ENTERPRISES 37ABMFM5234H1Z1,1
SWIGGY_2119,SWIGGY,09AAACD1017B1ZG,M/S D.F.M. FOODS LTD,M/S D.F.M. FOODS LTD 09AAACD1017B1ZG M/S D.F.M. FOODS LTD 09AAACD1017B1ZG,M/S D.F.M. FOODS LTD 09AAACD1017B1ZG M/S D.F.M. FOODS LTD 09AAACD1017B1ZG,1
