VENDOR_NAME,VENDOR_ID,VENDOR_ID_COPY,Custom Field Name,Custom Field Label,Custom Field Label Position,Custom Field Shape,Custom Field Location,Top Delimiter,Bottom Delimiter,Default Value,Horizontal Anchor,Vertical Anchor,TOP,BOTTOM,LEFT,RIGHT,INCLUDE_TOP,INCLUDE_BOTTOM,PAGE_IDENTIFIER
SWIGGY,,SWIGGY_10162,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Gross/GST Totals,CGST,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10163,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Gross/GST Totals,SGST,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10164,subTotal,Net Amount,Left,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10165,invoiceNumber,So No,Left,XXXXdddddd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10166,CGSTAmount,CGST,Above,"d,dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Value Details,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10167,SGSTAmount,SGST,Above,"d,dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Value Details,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10168,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,CGST - 6% Output,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10169,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,dddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,CGST - 6% Output,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10170,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Total Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10171,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10172,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,CGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10173,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,SGST,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10174,totalGSTAmount,MULTI_TOKEN,MULTI_TOKEN,NONE,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Tax Amount,Total,Rate,PAGE_BOUNDARY,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10175,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Total Amt,TOTAL AMT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10176,totalAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,ddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,TO PAY,TOTAL AMT,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10177,invoiceDate,Inv Dt,Left,dd/dd/dddd,NONE,Not Applicable,Order No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10178,invoiceDate,Date,Above,dd/dd/dddd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10179,invoiceNumber,Invoice Number,Above,XX/dd-dd/ddddd,NONE,Not Applicable,Date,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10180,subTotal,Total Amount Before Tax,Left,dd/dd/dddd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10181,totalAmount,AMOUNT,Left,dddddd.dd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10182,CGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Central Tax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10183,SGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Central Tax,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10184,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10185,invoiceNumber,Invoice No Dated,Above,ddddXX/XX/ddd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10186,invoiceNumber,Invoice No.,Above,XXX/Xxx/dd,NONE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10187,subTotal,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Taxable Value,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10188,CessAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"d,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Cess,Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
SWIGGY,,SWIGGY_10189,totalGSTAmount,ANCHOR_LEFT_TOP,ANCHOR_LEFT_TOP,"dd,ddd.dd",NONE,Not Applicable,Not Applicable,Not Applicable,Total,Tax Amount,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
